2014-01-16 21:10:55,973 [main] INFO  org.asal.jac.dao.FileParser - Line correct : 2, NomArtiste2, 3, NomAlbumNEWART, 1, TitreChansonNEWART, 1222
2014-01-16 21:10:55,973 [main] INFO  org.asal.jac.dao.FileParser - File : C:\Users\Adoo\toto\test.music correct
Stored in C:\Users\Adoo\toto\right
2014-01-16 21:10:55,973 [main] INFO  org.asal.jac.dao.FileParser - File C:\Users\Adoo\toto\test.music archived in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,004 [main] INFO  org.asal.jac.dao.FileParser - Starting to write datas for file C:\Users\Adoo\toto\test.music in a Hash
2014-01-16 21:10:56,004 [main] INFO  org.asal.jac.dao.FileParser - Reading lines from file : C:\Users\Adoo\toto\test2.music
2014-01-16 21:10:56,005 [main] INFO  org.asal.jac.dao.FileParser - File found: C:\Users\Adoo\toto\test2.music
2014-01-16 21:10:56,005 [main] INFO  org.asal.jac.dao.FileParser - Starting to check line : 4, NomArtiste3, 23, NomAlbum", 1, TitreChanson, 1233
2014-01-16 21:10:56,005 [main] INFO  org.asal.jac.dao.FileParser - Line correct : 4, NomArtiste3, 23, NomAlbum", 1, TitreChanson, 1233
2014-01-16 21:10:56,005 [main] INFO  org.asal.jac.dao.FileParser - File : C:\Users\Adoo\toto\test2.music correct
Stored in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - Starting to check line : 4, NomArtiste3, 23, NomAlbum3, 2, TitreChanson2, 1235
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - Line correct : 4, NomArtiste3, 23, NomAlbum3, 2, TitreChanson2, 1235
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - File : C:\Users\Adoo\toto\test2.music correct
Stored in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - Starting to check line : 5, NomArtiste4, 42, NomAlbum4, 1, TitreChansonALB4, 1234
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - Line correct : 5, NomArtiste4, 42, NomAlbum4, 1, TitreChansonALB4, 1234
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - File : C:\Users\Adoo\toto\test2.music correct
Stored in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,006 [main] INFO  org.asal.jac.dao.FileParser - Starting to check line : 10, NomArtiste5, 55, NomAlbumNEWART5, 1, TitreChansonNEWART5, 1223
2014-01-16 21:10:56,007 [main] INFO  org.asal.jac.dao.FileParser - Line correct : 10, NomArtiste5, 55, NomAlbumNEWART5, 1, TitreChansonNEWART5, 1223
2014-01-16 21:10:56,007 [main] INFO  org.asal.jac.dao.FileParser - File : C:\Users\Adoo\toto\test2.music correct
Stored in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,007 [main] INFO  org.asal.jac.dao.FileParser - File C:\Users\Adoo\toto\test2.music archived in C:\Users\Adoo\toto\right
2014-01-16 21:10:56,008 [main] INFO  org.asal.jac.dao.FileParser - Starting to write datas for file C:\Users\Adoo\toto\test2.music in a Hash
2014-01-16 21:10:56,008 [main] INFO  org.asal.jac.dao.FileParser - Writing completed
2014-01-16 21:10:56,164 [main] INFO  org.asal.jac.dao.DbUtils - Transfer done
2014-01-16 21:10:56,167 [main] INFO  org.hibernate.service.jdbc.connections.internal.DriverManagerConnectionProviderImpl - HHH000030: Cleaning up connection pool [jdbc:hsqldb:hsql://localhost/db]
2014-01-16 21:10:56,167 [main] INFO  org.asal.jac.services.Main - End of data writing program main function
